<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20151109,000000,175.9693596,176.5816044,173.3367070,174.2652782,4647
20151110,000000,174.2244619,175.4183393,173.0458907,175.0254822,4688
20151111,000000,175.2142577,175.9030331,173.7091559,174.0509926,4681
20151112,000000,173.8418089,173.8418089,170.7703808,170.7958910,4688
20151113,000000,170.7193604,170.8775237,168.6275240,169.2193607,4691
20151116,000000,169.1479321,171.4234420,168.0816058,171.3928297,4687
20151117,000000,171.4795644,172.7652785,170.3877278,170.9489522,4689
20151118,000000,171.0560951,174.3877272,171.0560951,174.2652782,4683
20151119,000000,174.2346660,174.8571149,173.0714009,174.3673190,4687
20151120,000000,174.4234415,175.3111964,173.7091559,174.1122170,4695
20151123,000000,174.1173191,174.7295639,173.0918090,173.1887478,4692
20151124,000000,173.0203805,173.7499722,171.4591562,173.0765029,4686
20151125,000000,173.0867070,173.6377273,172.5152785,172.9795642,4668
20151127,000000,172.9846662,173.6938498,172.1785439,173.5203804,2534
20151130,000000,173.5918090,174.2958905,172.9132376,172.9744621,4697
20151201,000000,173.1020131,175.1836454,173.1020131,175.1122169,4286
20151202,000000,175.1785434,175.4438495,172.5509928,172.8622172,4687
20151203,000000,172.9897682,173.8060946,169.8877279,170.3418095,4699
20151204,000000,170.4897686,175.5152780,170.4897686,175.1581352,4674
20151207,000000,175.1020128,175.1020128,171.9846664,173.0560948,4699
20151208,000000,172.7244622,172.7244622,169.4795647,169.9336463,4696
20151209,000000,169.7958912,171.2856869,167.0458916,168.3265037,4693
20151210,000000,168.3367078,170.9540543,167.2754834,169.0407893,4699
20151211,000000,168.7295648,168.7295648,163.9846676,165.0765042,4696
20151214,000000,165.1530348,166.4948713,163.3826269,165.2448715,4701
20151215,000000,165.5356878,171.0203808,165.5356878,170.2244626,4694
20151216,000000,170.3979319,173.7550742,169.5560953,173.3622172,4702
20151217,000000,173.3826253,174.1377272,170.4897686,170.5101768,4584
20151218,000000,170.4591564,170.4591564,165.6326266,165.6428306,4712
20151221,000000,165.8775245,167.9642588,165.5101776,167.2448712,4701
20151222,000000,167.3775242,168.3214016,166.0458918,168.0356874,4695
20151223,000000,168.3111976,170.5356870,168.3111976,170.4795646,4663
20151224,000000,170.4438503,171.1377277,169.7550749,170.3367074,2522
20151228,000000,170.1020136,170.1020136,167.8775242,169.5458912,4682
20151229,000000,169.7193606,171.6734419,169.7193606,171.3162991,4666
20151230,000000,171.2805848,171.2805848,169.3673198,169.5560953,4656
20151231,000000,169.1989525,169.8877279,167.8469119,167.8826262,4681
20160104,000000,167.7652793,167.7652793,161.8979333,163.5101779,4693
20160105,000000,163.5305861,164.6887492,162.0918108,163.5050759,4693
20160106,000000,163.2091576,163.2091576,160.0663009,160.8469130,4673
20160107,000000,160.6071172,160.6071172,154.8418120,155.2754854,4645
20160108,000000,155.4234445,157.2754850,151.9081390,152.1275267,4674
20160111,000000,152.2907920,153.4795673,150.9540575,152.8622204,4643
20160112,000000,153.0663020,155.0254854,151.8060982,154.1683427,4696
20160113,000000,154.3928324,155.4489547,148.4846701,149.1836496,4651
20160114,000000,149.2958945,152.3673226,148.1734457,150.9795677,4578
20160115,000000,150.6836494,150.6836494,143.8571198,146.3622215,4615
20160119,000000,146.5663031,148.6173232,144.0612014,145.0969156,4692
20160120,000000,144.8775278,144.8775278,139.0152839,142.2652834,4686
20160121,000000,142.3214058,144.4234463,140.6632428,140.9693652,4652
20160122,000000,141.3367121,144.4081402,141.3367121,143.8060994,4668
20160125,000000,143.7295688,143.7295688,138.8724268,139.0203859,4504
20160126,000000,139.0918145,142.6173241,139.0918145,142.1683446,4681
20160127,000000,142.1479364,145.9132420,141.5867120,142.9132424,4397
20160128,000000,143.1887526,145.5101808,142.7499772,143.8928341,4602
20160129,000000,143.9897729,148.4030375,143.9591606,148.3979354,4637
20160201,000000,148.2397722,148.2397722,146.2754868,147.2499764,4626
20160202,000000,146.8979357,146.8979357,141.8060998,142.3673242,4681
20160203,000000,142.4948752,142.8979363,136.8112026,141.8877324,4659
20160204,000000,141.7907936,145.3367114,141.7295692,143.8724260,4510
20160205,000000,143.8571198,145.3928339,141.2958958,141.8877324,4659
20160208,000000,141.5050794,141.5050794,135.8265089,137.4999780,4665
20160209,000000,137.2448760,138.3826309,134.8826315,137.2091617,4455
20160210,000000,137.4030392,140.0407939,135.7040599,135.8571211,4648
20160211,000000,135.6377334,135.6377334,128.7958978,130.0458976,4663
20160212,000000,130.2142649,138.0816106,130.2142649,137.8418147,4669
20160216,000000,137.9948759,142.0152834,137.9948759,141.2244672,4639
20160217,000000,141.3265080,143.6734464,141.3265080,142.2295691,4698
20160218,000000,142.3316099,142.6581404,138.8928349,139.8775286,4677
20160219,000000,139.8622225,140.5356918,138.1428350,140.1989572,4691
20160222,000000,140.3571204,143.2958954,140.3571204,142.9999771,4675
20160223,000000,142.9285486,142.9285486,138.3112024,138.6938554,4681
20160224,000000,138.4999778,138.4999778,134.1683459,137.9540596,3823
20160225,000000,138.0305902,139.7601817,137.9642636,139.6224266,4608
20160226,000000,139.6224266,143.1683444,139.6224266,141.7397732,4680
20160229,000000,141.6989569,141.6989569,138.6377329,138.6428350,4699
20160301,000000,139.1581410,145.1173237,139.1581410,145.1173237,4656
20160302,000000,145.0969156,147.5305886,144.9030380,147.5305886,4641
20160303,000000,147.4948744,148.9132415,146.4489562,148.9081394,4671
20160304,000000,149.0918129,151.1581391,148.6683436,149.7295679,4640
20160307,000000,149.6020169,149.7958944,147.8775274,149.4081394,4365
20160308,000000,149.2499761,149.2499761,145.4948747,145.5918134,4681
20160309,000000,145.7346706,146.6887520,144.8775278,145.3979359,4657
20160310,000000,145.6530379,147.3622213,143.3571199,145.5816094,4394
20160311,000000,145.8418134,149.7958944,145.8418134,149.6173230,4669
20160314,000000,149.5254863,149.5254863,147.6581396,148.8673231,4688
20160315,000000,148.0050784,148.6938538,147.0663030,148.6632415,4675
20160316,000000,148.4744660,149.9132413,145.9795685,147.2193642,4674
20160317,000000,147.1683438,148.4642620,145.0305890,148.0458947,4688
20160318,000000,148.1071192,151.8060982,148.1071192,150.9795677,4700
20160321,000000,150.9642616,152.1683430,149.9744658,151.1836493,4684
20160322,000000,150.8009963,151.2652819,149.2142618,150.6020167,4663
20160323,000000,150.5663024,150.6428330,148.9234456,148.9693639,4685
20160324,000000,148.8214048,148.8214048,145.7652828,147.8469151,4699
20160328,000000,147.8724253,148.3214048,146.8979357,147.5203846,4672
20160329,000000,147.2652826,147.2652826,144.9336503,146.3469154,4676
20160330,000000,146.5152827,149.0816088,146.5152827,147.6887519,4643
20160331,000000,147.6071192,148.2856906,146.3979358,146.8214051,4692
20160401,000000,146.7346704,147.9948743,144.9234462,147.7601804,4690
20160404,000000,147.7499764,148.3469150,146.4846704,147.2091601,4674
20160405,000000,146.9438540,146.9438540,144.2499769,144.4234463,4696
20160406,000000,144.4489565,145.7703848,143.5203852,145.6887522,4678
20160407,000000,145.1224258,145.1224258,140.7907938,141.6530386,4693
20160408,000000,141.8469161,144.5714054,141.8469161,142.3877323,4684
20160411,000000,142.4999772,144.9489564,142.4999772,143.3112016,4684
20160412,000000,143.4132424,146.0816093,143.1938546,145.9081399,4682
20160413,000000,146.0816093,151.9744655,146.0816093,151.3673227,4700
20160414,000000,151.3571186,154.1275264,150.4795678,152.7805878,4695
20160415,000000,152.7907919,153.8469142,150.9183432,151.6683431,4696
20160418,000000,151.5152819,153.2805877,150.5152820,152.9132408,4688
20160419,000000,152.9591592,155.6071180,152.9591592,155.5356894,4698
20160420,000000,155.5611996,158.3775257,155.4795670,158.2244645,4694
20160421,000000,158.2040563,159.3724235,156.8724239,157.2958932,4699
20160422,000000,157.2754850,159.3724235,157.1734442,158.9948725,4702
20160425,000000,158.9234440,158.9234440,156.8163014,158.1122196,4698
20160426,000000,158.1377298,159.7040561,157.5356891,159.5152806,4675
20160427,000000,159.5050765,161.1173212,158.7601787,159.6479336,4671
20160428,000000,159.4744643,159.8724234,157.2856891,157.8571176,4690
20160429,000000,157.7499748,157.9132400,155.6479343,156.5765056,4696
20160502,000000,156.6632402,158.2499747,156.1020158,157.9999747,4692
20160503,000000,157.7346686,157.7346686,153.3928326,154.9591589,4691
20160504,000000,154.7805875,154.7805875,151.0918126,152.0714042,4691
20160505,000000,152.1071185,153.1479347,151.0969146,151.4693635,4686
20160506,000000,151.3571186,152.1071185,150.2091596,152.0203838,4687
20160509,000000,151.9591594,152.7193633,150.5612004,151.1173228,4671
20160510,000000,151.3520166,153.9948733,151.3520166,153.6071183,4676
20160511,000000,153.4948734,154.9132405,152.7703837,152.7703837,4668
20160512,000000,152.8265062,154.6989548,151.5560982,152.3673226,4673
20160513,000000,152.3265062,153.7550774,149.5663026,149.8724250,4685
20160516,000000,149.9183434,151.6581390,149.6071189,150.8316085,4686
20160517,000000,150.7805881,151.7550778,149.5816087,150.3673229,4669
20160518,000000,150.3622208,156.3214036,150.3622208,156.0050771,4675
20160519,000000,155.9387506,156.8316076,153.4132408,154.5714038,4673
20160520,000000,155.1326282,156.5305872,154.6887508,155.1734446,4547
20160523,000000,155.1479344,155.6326282,153.9234448,154.9591589,4678
20160524,000000,155.1224242,157.8928319,155.1224242,157.3622197,4584
20160525,000000,157.4336483,161.7193619,157.4336483,160.3571172,4557
20160526,000000,160.3469131,160.4132396,158.7346685,158.9846684,4591
20160527,000000,158.9948725,160.3265050,158.9948725,160.3265050,4589
20160531,000000,160.4795662,161.2295660,159.1938521,159.9387499,4694
20160601,000000,159.8265050,160.9336477,157.3316075,160.7448722,4684
20160602,000000,160.6632396,161.2550762,159.6887500,161.2244640,4676
20160603,000000,160.7397702,160.7397702,154.9540568,157.6377299,4672
20160606,000000,157.6581380,160.4030356,157.6581380,159.2040562,4683
20160607,000000,159.1326276,159.8111989,158.2193624,158.2244645,4684
20160608,000000,158.1785461,159.0203827,157.7856890,158.4030359,4679
20160609,000000,158.0765053,158.0765053,155.2550772,156.3928321,4683
20160610,000000,155.9387506,155.9387506,153.1530367,153.7448734,4690
20160613,000000,153.6071183,154.4795671,151.9693634,152.0203838,4685
20160614,000000,151.9489553,152.6275266,147.7040580,148.6887517,4673
20160615,000000,149.3316088,151.3060982,148.7397721,148.8367109,4384
20160616,000000,148.5101803,148.7142619,146.0050787,148.6020170,4672
20160617,000000,148.6326293,150.0714046,148.1020171,148.9999762,4697
20160620,000000,149.1836496,153.1071184,149.1836496,149.9540576,4682
20160621,000000,149.9999760,151.0612003,149.1887516,150.7754861,4593
20160622,000000,150.7856902,152.4642613,150.2703841,150.3520168,4679
20160623,000000,150.5969147,154.5101794,150.5969147,154.5101794,4687
20160624,000000,154.3060978,154.3060978,143.9846708,144.0050790,4639
20160627,000000,143.8214056,143.8214056,137.2754882,138.1581412,4643
20160628,000000,138.6377329,142.6938547,138.6377329,142.5969160,4695
20160629,000000,143.0816098,146.4744664,143.0816098,146.4540582,4699
20160630,000000,146.9489561,148.5254864,145.8979358,148.4795681,4706
20160701,000000,148.3520171,148.3571191,146.3520174,146.9999765,4688
20160705,000000,146.6734459,146.6734459,142.1275283,143.0663036,4636
20160706,000000,142.8673241,144.4336504,140.9795693,144.3009973,4683
20160707,000000,144.3112014,146.7091602,144.3112014,145.3214053,4697
20160708,000000,145.6938542,148.8469150,145.6938542,147.9285478,4686
20160711,000000,147.9897722,150.1275270,147.9897722,149.0254864,4685
20160712,000000,149.3367108,152.0203838,149.3367108,151.5816084,4691
