<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20140311,000000,159.8010200,159.8979600,157.5663300,157.6887800,0
20140312,000000,157.0663300,157.5867400,156.2244900,157.5816300,0
20140313,000000,157.8214300,158.5153100,155.9132600,156.3265300,0
20140314,000000,156.0408200,157.1122500,154.7959200,154.9898000,0
20140317,000000,155.6581600,157.3112200,155.6581600,157.1581600,0
20140318,000000,157.2040800,158.1683700,157.1989800,158.1683700,0
20140319,000000,158.1122500,160.1428600,157.6275500,158.8673500,0
20140320,000000,158.9132600,163.3775500,158.8571400,162.7449000,0
20140321,000000,162.8214300,164.5765300,162.0102000,162.1683700,0
20140324,000000,162.6887800,163.5663300,161.5102000,162.2244900,0
20140325,000000,162.7346900,163.1887800,161.7040800,162.0561200,0
20140326,000000,162.5867400,162.9693900,160.5408200,160.5408200,0
20140327,000000,159.4642900,160.8775500,157.7040800,158.7244900,0
20140328,000000,158.9591800,160.1377500,158.4438800,159.0408200,0
20140331,000000,159.5051000,161.1377500,159.5051000,160.9081600,0
20140401,000000,161.2857100,161.9030600,161.0000000,161.6887800,0
20140402,000000,161.6122500,161.9132600,160.9642900,161.6071400,0
20140403,000000,161.5714300,161.6836700,160.4846900,161.4438800,0
20140404,000000,161.8418400,162.1479600,159.1479600,159.1479600,0
20140407,000000,158.9438800,159.0255100,156.3265300,156.7704100,0
20140408,000000,156.6173500,157.3163300,155.5357100,156.8622500,0
20140409,000000,157.0714300,158.0000000,156.2602000,157.8265300,0
20140410,000000,157.8979600,157.8979600,153.3163300,153.3163300,0
20140411,000000,152.3775500,153.4234700,149.5204100,151.3163300,0
20140414,000000,152.3877500,153.7346900,150.7959200,152.5204100,0
20140415,000000,152.5969400,154.4489800,151.7704100,154.0000000,0
20140416,000000,154.2142900,154.2500000,152.6632600,154.2449000,0
20140417,000000,154.3214300,154.4438800,153.1275500,153.8928600,0
20140421,000000,154.0306100,154.4438800,153.4438800,153.6836700,0
20140422,000000,153.5867400,155.5969400,153.2449000,154.8826500,0
20140423,000000,154.8826500,155.8010200,154.6326500,155.6836700,0
20140424,000000,155.6938800,156.0663300,154.4030600,154.9540800,0
20140425,000000,154.8112200,154.8112200,153.0612200,153.1377500,0
20140428,000000,152.0969400,152.5918400,149.8112200,150.9846900,0
20140429,000000,151.3979600,152.5510200,151.3979600,152.5102000,0
20140430,000000,152.4438800,152.9744900,151.9132600,152.5867400,4
20140501,000000,152.5204100,152.9489800,151.5612200,152.0663300,0
20140502,000000,152.2704100,153.8928600,152.0510200,152.4285700,0
20140505,000000,150.6428600,151.3571400,150.0867400,151.0765300,0
20140506,000000,150.7346900,150.7346900,148.7806100,148.7959200,0
20140507,000000,149.1428600,150.1734700,148.4846900,150.1326500,0
20140508,000000,150.1632600,151.3112200,149.9744900,150.4540800,0
20140509,000000,150.2398000,150.3520400,149.1122500,149.9744900,0
20140512,000000,150.5306100,152.2142900,150.4234700,152.0561200,0
20140513,000000,152.0306100,152.3775500,151.6224500,151.7295900,0
20140514,000000,151.6479600,151.6479600,149.7295900,150.0000000,0
20140515,000000,149.8622500,149.8622500,147.0867400,148.4438800,0
20140516,000000,148.3061200,148.3979600,147.2857100,148.2295900,0
20140519,000000,147.7398000,149.8520400,147.7193900,149.7602000,0
20140520,000000,149.3724500,149.8163300,148.2398000,148.7142900,0
20140521,000000,149.1785700,150.6836700,149.1785700,149.9949000,0
20140522,000000,149.9846900,150.8877500,149.8214300,150.8622500,0
20140523,000000,150.8979600,151.4642900,150.4591800,151.2449000,0
20140527,000000,151.5969400,153.9693900,151.5969400,152.9693900,0
20140528,000000,152.9540800,153.3112200,152.3316300,152.7653100,0
20140529,000000,152.9030600,153.2704100,152.2346900,152.7602000,0
20140530,000000,152.8010200,153.5561200,152.6326500,153.2704100,0
20140602,000000,153.3469400,154.1785700,152.5765300,153.9744900,0
20140603,000000,153.7551000,154.6173500,153.1887800,154.4234700,0
20140604,000000,154.1887800,154.5255100,153.8265300,154.3673500,0
20140605,000000,154.5102000,156.4642900,154.1326500,156.3877500,0
20140606,000000,156.5816300,157.9438800,156.4795900,157.5969400,0
20140609,000000,157.6530600,159.7500000,157.6530600,159.6020400,0
20140610,000000,159.3622500,159.7857100,158.7142900,159.7500000,0
20140611,000000,159.0000000,159.1632600,157.6428600,158.0867400,0
20140612,000000,157.9081600,158.2704100,156.5765300,156.9285700,0
20140613,000000,157.0867400,158.2857100,156.3673500,156.8571400,0
20140616,000000,156.6122500,156.6122500,155.1377500,155.6938800,0
20140617,000000,155.5255100,157.9387800,155.4591800,157.5408200,0
20140618,000000,157.5867400,158.4846900,156.6989800,158.3163300,0
20140619,000000,158.3265300,158.3265300,157.2040800,157.6326500,0
20140620,000000,157.7398000,158.7346900,157.7398000,158.4438800,0
20140623,000000,158.3622500,159.4081600,157.7449000,159.3163300,0
20140624,000000,158.6173500,159.6938800,157.6530600,157.8367400,0
20140625,000000,157.5612200,158.5051000,156.3469400,158.1581600,0
20140626,000000,157.9489800,157.9489800,156.0969400,157.5255100,0
20140627,000000,157.3469400,158.0102000,157.0612200,158.0102000,0
20140630,000000,157.9744900,158.2500000,157.3724500,157.8622500,0
20140701,000000,157.9387800,159.7704100,157.8979600,158.7704100,0
20140702,000000,159.0306100,159.5000000,158.5561200,158.6989800,0
20140703,000000,159.1734700,160.5918400,159.1734700,160.0306100,0
20140707,000000,159.6836700,159.6836700,158.4693900,158.8520400,0
20140708,000000,158.3418400,158.3418400,156.6581600,156.8571400,0
20140709,000000,157.1938800,157.4949000,156.6530600,157.1326500,0
20140710,000000,155.6275500,156.3163300,154.8265300,155.8214300,0
20140711,000000,154.9693900,156.0561200,154.3367400,155.7755100,0
20140714,000000,157.1071400,158.0255100,156.5459200,156.7040800,0
20140715,000000,158.0459200,159.2704100,158.0459200,159.0204100,0
20140716,000000,159.1020400,159.2244900,157.6479600,157.9438800,0
20140717,000000,157.5204100,157.5204100,154.9438800,155.1989800,0
20140718,000000,155.4132600,157.2142900,155.4132600,156.8826500,0
20140721,000000,156.3724500,156.5969400,155.6836700,156.4132600,0
20140722,000000,156.7704100,157.3673500,156.5255100,156.8061200,0
20140723,000000,156.8520400,157.8775500,156.6326500,157.3316300,0
20140724,000000,157.6020400,158.5306100,157.5510200,158.2244900,0
20140725,000000,157.9234700,158.5408200,157.7806100,158.2040800,0
20140728,000000,157.8571400,158.2142900,156.7755100,157.5051000,0
20140729,000000,157.4285700,158.0714300,156.7551000,156.7551000,0
20140730,000000,156.9642900,158.7653100,156.9642900,158.1989800,0
20140731,000000,157.5357100,157.5867400,154.9949000,155.0051000,0
20140801,000000,154.6836700,155.1683700,151.9234700,152.6275500,0
20140804,000000,153.0714300,153.5969400,152.4081600,153.4081600,0
20140805,000000,152.9030600,153.6785700,151.3979600,152.1122500,0
20140806,000000,152.1479600,153.3469400,151.9030600,152.3979600,0
20140807,000000,153.1428600,153.4795900,151.0459200,151.3928600,0
20140808,000000,151.4285700,152.5357100,150.8826500,152.4744900,0
20140811,000000,152.6122500,152.9081600,152.0663300,152.3316300,0
20140812,000000,152.0612200,153.0612200,151.8877500,152.2908200,0
20140813,000000,152.7346900,153.5051000,152.6836700,153.1428600,0
20140814,000000,153.3622500,154.0714300,153.2346900,153.8724500,0
20140815,000000,154.2142900,154.7959200,152.1734700,153.0969400,0
20140818,000000,153.7040800,155.1326500,153.7040800,154.9387800,0
20140819,000000,155.2449000,155.9898000,155.1632600,155.3316300,0
20140820,000000,155.0408200,155.8061200,154.7244900,155.5816300,0
20140821,000000,155.7959200,158.7806100,155.7908200,158.3826500,0
20140822,000000,158.3367400,159.3979600,157.8877500,158.1122500,0
20140825,000000,158.5357100,160.3214300,158.5357100,159.5612200,0
20140826,000000,159.7040800,160.8418400,159.7040800,160.2857100,0
20140827,000000,160.3622500,160.5000000,159.1734700,159.4438800,0
20140828,000000,158.9591800,158.9591800,157.8928600,158.3979600,0
20140829,000000,158.9030600,159.4285700,158.5867400,159.2142900,0
20140902,000000,159.6173500,160.1224500,158.9132600,160.0969400,0
20140903,000000,160.4387800,161.0051000,159.3265300,159.8010200,0
20140904,000000,160.0612200,161.1836700,159.4591800,159.9898000,0
20140905,000000,159.7551000,159.9591800,158.4438800,159.9438800,0
20140908,000000,159.9591800,160.7295900,159.6938800,160.2142900,0
20140909,000000,159.6683700,159.6683700,158.1428600,158.4591800,0
20140910,000000,158.5663300,160.2602000,158.5663300,159.9795900,0
20140911,000000,159.6122500,161.0663300,159.5051000,160.9795900,0
20140912,000000,161.0204100,162.5969400,161.0102000,161.7959200,0
20140915,000000,161.6428600,162.2806100,161.1275500,161.6734700,0
20140916,000000,161.3061200,162.3979600,161.2346900,161.7908200,0
20140917,000000,161.8877500,163.6122500,161.6326500,162.5255100,0
20140918,000000,163.0102000,165.2500000,163.0102000,165.0306100,0
20140919,000000,165.3622500,166.2653100,164.2857100,164.5969400,0
20140922,000000,164.5969400,165.1479600,163.4030600,163.6071400,0
20140923,000000,163.4949000,164.1224500,162.4489800,162.4489800,0
20140924,000000,162.5969400,163.2806100,162.0357100,163.2551000,0
20140925,000000,163.0102000,163.0102000,160.2857100,160.2908200,0
20140926,000000,160.4642900,161.7244900,160.3367400,161.4795900,0
20140929,000000,160.9489800,161.2142900,159.8316300,160.8265300,0
20140930,000000,160.8775500,161.6785700,160.2908200,160.6581600,0
20141001,000000,160.7193900,160.7653100,158.6581600,158.8622500,0
20141002,000000,158.4898000,159.3520400,157.1683700,158.7398000,0
20141003,000000,159.0663300,161.6173500,159.0663300,161.4183700,0
20141006,000000,162.0765300,162.3469400,160.7959200,161.0051000,0
20141007,000000,160.4387800,160.4387800,158.0357100,158.0561200,0
20141008,000000,158.0612200,161.1173500,157.8826500,161.0714300,0
20141009,000000,160.8112200,160.8112200,157.0000000,157.2449000,0
20141010,000000,157.0714300,158.6479600,155.5255100,155.5561200,0
20141013,000000,155.3673500,157.0561200,154.6428600,154.6785700,0
20141014,000000,154.3622500,155.9285700,153.5867400,154.7806100,0
20141015,000000,154.2704100,154.3112200,146.3265300,149.4949000,0
20141016,000000,148.5510200,151.3367400,147.6479600,150.2193900,0
20141017,000000,150.7653100,152.9438800,150.7653100,151.6275500,0
20141020,000000,151.5612200,152.7346900,151.5000000,152.5816300,0
20141021,000000,152.9183700,156.2040800,152.9183700,155.9693900,0
20141022,000000,156.1173500,156.9132600,154.7806100,154.7806100,0
20141023,000000,155.7398000,157.6173500,155.7398000,156.3571400,0
20141024,000000,156.2908200,157.7602000,156.2908200,157.7142900,0
20141027,000000,157.3163300,157.7398000,156.6785700,157.6683700,0
20141028,000000,158.2142900,160.0408200,158.2142900,160.0408200,0
20141029,000000,159.9540800,161.2142900,159.3112200,160.9285700,0
20141030,000000,160.7857100,162.2040800,160.0357100,161.5408200,0
20141031,000000,162.6020400,163.6275500,162.5918400,163.5765300,0
20141103,000000,163.7857100,164.8469400,163.3469400,164.1122500,0
20141104,000000,163.7908200,163.7908200,161.9795900,163.5306100,0
20141105,000000,164.1734700,165.1020400,163.7500000,165.1020400,0
20141106,000000,164.9846900,165.9285700,164.6377500,165.9285700,0
20141107,000000,165.6632600,166.2244900,164.9540800,165.7755100,0
20141110,000000,165.5459200,166.3061200,165.4030600,166.3010200,0
20141111,000000,166.1938800,166.5969400,165.5663300,165.6938800,0
20141112,000000,164.9336700,165.4438800,164.1173500,165.3010200,0
20141113,000000,165.2755100,165.3928600,163.9693900,164.6326500,0
20141114,000000,164.4489800,165.1479600,164.0969400,164.2704100,0
20141117,000000,163.6479600,164.3724500,163.2244900,164.2346900,0
20141118,000000,164.2295900,165.0816300,163.8316300,164.4489800,0
20141119,000000,164.2959200,164.3367400,163.2398000,164.1275500,0
20141120,000000,163.4591800,163.9949000,162.9438800,163.9949000,0
20141121,000000,164.7959200,165.8367400,164.1071400,164.4030600,0
20141124,000000,164.6377500,166.3061200,164.6377500,165.8724500,0
20141125,000000,165.9591800,165.9591800,164.7295900,165.1734700,0
20141126,000000,165.4285700,165.5153100,165.0204100,165.4846900,0
20141128,000000,165.5561200,165.9387800,164.5000000,164.6938800,0
20141201,000000,164.3061200,164.3061200,162.0918400,162.6581600,0
20141202,000000,162.8316300,165.0918400,162.8316300,164.9591800,0
20141203,000000,164.9234700,166.4540800,164.6734700,166.3673500,0
20141204,000000,166.1938800,166.7346900,165.2449000,166.3316300,0
20141205,000000,167.2806100,169.9336700,167.2806100,169.3877500,0
20141208,000000,169.2244900,170.5153100,168.3163300,169.3112200,0
20141209,000000,168.5153100,169.3163300,166.2806100,169.0561200,0
20141210,000000,168.3673500,169.2295900,165.5357100,165.6275500,0
20141211,000000,165.8826500,168.1122500,165.8826500,166.2500000,0
20141212,000000,165.4081600,166.0765300,163.3928600,163.4336700,0
20141215,000000,164.0510200,164.9949000,161.1377500,161.5969400,0
20141216,000000,160.8673500,163.4132600,159.7244900,159.9234700,0
20141217,000000,160.0969400,163.7755100,160.0306100,163.6887800,0
20141218,000000,164.3979600,167.8316300,164.3979600,167.8214300,0
20141219,000000,167.9591800,168.6122500,167.1887800,167.5459200,0
20141222,000000,167.6020400,168.2806100,167.3367400,168.2806100,0
20141223,000000,168.5305900,170.6989500,168.5305900,169.9540500,1552
20141224,000000,170.2244600,170.5918100,169.4489500,169.8418100,850
20141226,000000,170.0816100,170.5765000,169.7856900,169.8469100,1573
20141229,000000,169.7040500,171.6938500,169.2499700,170.9081400,1575
20141230,000000,170.7805800,171.1377300,170.0458900,170.7958900,1577
20141231,000000,171.1173200,171.4336500,168.8163000,168.8163000,1574
20150102,000000,168.9285400,169.9387500,166.9795700,168.4744600,4008
20150105,000000,168.3112000,168.3112000,163.1224200,163.5305900,4677
20150106,000000,163.5561000,163.8571200,158.4897700,159.3112000,4659
20150107,000000,159.4999700,161.2907900,159.2142600,160.3316100,4693
20150108,000000,160.4387500,163.7244600,160.4387500,163.3928300,4694
20150109,000000,163.3979300,163.6122200,160.0612000,160.0612000,3482
20150112,000000,160.0714000,160.2295700,157.7244600,158.3061000,4544
20150113,000000,158.4234400,160.1326300,156.1275300,157.3367100,4651
20150114,000000,157.1734400,157.1734400,151.1887500,154.0407900,4593
20150115,000000,154.0050800,154.0050800,149.8418100,150.2754900,4539
20150116,000000,150.2091600,152.6530400,149.5152800,152.5969100,4166
20150120,000000,152.6275300,153.8112000,151.3622200,151.9591600,4610
20150121,000000,151.9285500,154.1632400,151.2652800,152.7091600,4684
20150122,000000,152.7907900,158.6632400,152.7907900,158.3367100,4703
20150123,000000,158.3724200,158.9132400,156.1887500,156.1989500,4510
20150126,000000,156.1785500,157.2907900,155.5765100,157.1887500,4587
20150127,000000,156.9693600,156.9693600,154.1887500,155.3163000,4609
20150128,000000,155.3826300,155.9489500,151.7091600,151.7091600,4261
20150129,000000,151.7295700,154.1938500,151.3112000,153.8214000,4674
20150130,000000,153.7040600,153.9285500,151.2958900,151.3163000,4643
20150202,000000,151.4285500,154.6836500,151.2397700,154.4183400,4699
20150203,000000,154.5356900,157.6275300,154.5356900,157.4846700,4704
20150204,000000,157.4132400,158.1785500,156.3775300,156.6020200,4691
20150205,000000,156.6989500,158.6836500,156.6989500,158.3469100,4699
20150206,000000,158.5152800,163.2193600,158.5152800,161.2805900,4699
20150209,000000,161.1581400,161.3163000,159.7040600,160.3979300,4665
20150210,000000,160.5407900,162.1785500,160.4744600,161.4438500,4668
20150211,000000,161.4183400,161.4183400,159.6836500,160.7040600,4685
20150212,000000,160.8112000,164.1887500,160.8112000,163.9387500,4696
20150213,000000,163.9642600,165.3571200,163.6275200,164.4693600,4679
20150217,000000,164.4336500,165.3418100,163.4795700,165.1581400,4663
20150218,000000,165.1071200,165.1071200,162.3979300,162.8214000,4564
20150219,000000,162.7601800,163.2703800,161.2091600,162.4285500,4590
20150220,000000,162.3979300,164.0101800,160.4183400,163.8520100,4116
20150223,000000,163.7907900,163.7907900,161.9489500,163.1224200,4664
20150224,000000,163.1734400,165.7142600,163.1734400,164.8877300,4670
20150225,000000,164.8928300,165.4591600,164.6020100,165.2397700,4656
20150226,000000,165.1887500,165.3928300,164.1734400,164.9132400,4661
20150227,000000,164.8469100,164.9438500,163.9183400,163.9387500,4523
20150302,000000,163.9183400,165.8265000,163.4489500,165.8265000,4462
20150303,000000,165.7142600,166.0816100,164.9744600,165.8112000,4656
20150304,000000,165.8061000,165.8061000,164.1581400,164.8673200,4685
20150305,000000,164.8826300,165.3673200,163.8520100,165.2907900,4403
20150306,000000,165.2652800,168.2958900,164.8316100,165.1275200,4515
20150309,000000,165.1377300,166.1530300,165.0407900,165.6581400,4642
20150310,000000,165.4795700,165.4795700,161.5356900,161.5356900,4599
20150311,000000,161.5663000,163.7754800,161.5663000,163.1683400,4590
20150312,000000,163.3877300,167.0612000,163.3877300,167.0101800,4701
20150313,000000,166.9744600,167.2499700,164.8775200,166.0816100,4425
20150316,000000,166.1581400,167.3163000,166.0356900,167.1530300,4662
20150317,000000,167.0101800,167.3775200,165.4438500,167.3112000,4677
20150318,000000,167.1989500,167.7550800,166.0969100,167.1224200,4622
20150319,000000,167.0918100,167.0918100,164.1122200,164.8877300,4596
20150320,000000,164.9591600,167.2193600,164.9591600,166.7550800,4673
20150323,000000,166.7550800,167.3469100,165.5407900,165.5407900,4677
20150324,000000,165.5305900,165.6122200,164.1326300,164.1326300,4673
20150325,000000,163.4336500,163.6836500,161.6734400,161.6734400,3375
20150326,000000,161.6377300,162.3418100,159.8622200,161.7193600,4404
20150327,000000,161.6938500,161.8009900,160.2397700,160.9744600,4633
20150330,000000,161.0101800,164.4081400,161.0101800,163.6020100,4672
20150331,000000,163.5356900,163.5356900,162.3112000,162.7856900,4626
20150401,000000,162.7448700,162.7448700,160.9591600,162.0203800,4605
20150402,000000,161.9948700,163.5663000,161.9948700,163.2346700,4573
20150406,000000,163.0663000,163.3009900,160.7040600,162.5816100,4688
20150407,000000,162.5816100,163.7295700,162.5816100,162.7499700,4661
20150408,000000,162.7703800,164.2550800,162.7703800,163.1989500,4659
20150409,000000,163.1734400,164.1224200,162.3928300,163.9081400,4688
20150410,000000,163.9183400,164.3877300,163.2754800,164.2142600,4614
20150413,000000,164.2040600,165.4948700,164.2040600,165.2040600,4618
20150414,000000,165.1632400,165.7346700,164.1428300,165.0969100,4634
20150415,000000,165.1224200,166.9285400,164.8724200,166.3163000,4649
20150416,000000,166.2907900,167.4285400,165.3112000,166.4999700,4689
20150417,000000,166.4387500,166.4387500,163.5612000,164.0714000,4679
20150420,000000,164.1071200,165.4693600,164.1071200,164.8418100,4675
20150421,000000,164.8775200,165.8214000,163.5152800,163.8724200,4692
20150422,000000,163.8877300,165.9387500,163.3469100,165.3469100,4685
20150423,000000,165.2754800,165.8367100,164.5152800,165.1479300,4640
20150424,000000,165.1173200,165.2193600,164.1734400,164.4030300,4680
20150427,000000,164.4081400,165.9030300,163.9897700,164.0050800,4657
20150428,000000,164.0152800,165.4795700,163.2958900,165.3265000,4664
20150429,000000,165.2448700,167.6887500,164.9285500,166.9132400,4676
20150430,000000,166.8622200,167.3877300,165.2040600,166.0203800,4689
20150501,000000,166.1581400,167.2499700,165.9030300,166.6275200,4665
20150504,000000,166.6479300,169.0765000,166.6479300,168.9540500,4672
20150505,000000,168.8622200,170.0867100,167.9234400,168.0509900,4690
20150506,000000,168.0969100,168.9948700,165.5867100,166.9795700,4671
20150507,000000,166.9489500,167.6938500,165.6836500,167.1224200,4690
20150508,000000,167.1785400,169.6428300,167.1785400,169.6173200,4655
20150511,000000,169.5969100,169.9336500,169.1581400,169.4642600,4670
20150512,000000,169.4030300,169.7958900,167.8622200,169.4030300,4669
20150513,000000,169.4081400,170.4438500,168.8520100,170.0867100,4659
20150514,000000,170.1275200,171.2346700,170.1275200,171.0969100,4659
20150515,000000,171.0969100,171.1071200,168.9693600,169.5407900,4667
20150518,000000,169.5561000,171.2703800,169.5561000,171.0765000,4651
20150519,000000,171.1326300,173.2805800,171.1326300,173.0918100,4676
20150520,000000,173.0458900,173.0458900,171.5663000,171.8928300,4648
20150521,000000,171.8367100,172.0765000,171.0407900,171.7856900,4669
20150522,000000,171.7805800,172.3316100,171.5918100,171.5969100,4621
20150526,000000,171.5254800,171.5254800,169.3826300,170.0612000,4592
20150527,000000,170.1122200,172.1122200,170.1122200,171.8571200,4673
20150528,000000,171.8367100,171.8367100,170.5867100,171.5101800,4654
20150529,000000,171.4897700,171.4897700,169.5612000,170.1989500,4674
20150601,000000,170.2601800,171.6479300,169.8877300,170.2754800,4680
20150602,000000,170.2193600,171.7499700,169.5356900,171.1734400,4679
20150603,000000,171.2499700,174.0969100,171.2499700,173.5050700,4686
20150604,000000,173.4591600,173.7907900,171.5356900,172.0101800,4678
20150605,000000,172.1581400,175.7958900,172.1581400,174.7499700,4684
20150608,000000,174.7295600,175.4438500,173.6479300,173.6836500,4666
20150609,000000,173.7193600,175.8316000,173.0305800,175.2703800,4678
20150610,000000,175.3316000,178.4795600,175.3316000,177.7601800,4696
20150611,000000,177.7550700,178.6020100,177.0560900,177.7091600,4663
20150612,000000,177.6887500,177.7958900,176.4081300,177.3673200,4662
20150615,000000,177.2703800,177.2907900,175.0560900,176.7550700,4683
20150616,000000,176.7193600,177.8928300,176.0305800,177.8214000,4634
20150617,000000,177.9030328,178.4336449,176.2754820,176.5765024,4668
20150618,000000,176.6275228,177.7448695,175.8265025,177.6224206,4672
20150619,000000,177.6122165,177.6122165,175.8622168,176.0356861,4671
20150622,000000,176.1122167,178.8673183,176.1122167,178.4336449,4664
20150623,000000,178.4897674,180.0458896,178.4897674,179.7448692,4683
20150624,000000,179.7142570,179.7907876,178.0407878,178.1326246,4617
20150625,000000,178.2040531,178.9948693,177.0509921,177.1938492,4567
20150626,000000,177.2346655,178.4642572,177.2346655,177.8009920,4559
20150629,000000,177.6734410,177.6734410,173.1683396,173.2499723,4686
20150630,000000,173.5152784,175.8111964,173.0714009,174.1377272,4696
20150701,000000,174.4846660,176.6581350,174.4846660,176.0356861,4693
20150702,000000,176.0203800,176.0203800,173.6836457,174.5305843,4669
20150706,000000,174.4846660,174.4846660,172.0407888,173.8877273,4552
20150707,000000,173.8877273,173.8877273,169.0714015,172.3622173,4680
20150708,000000,172.2244622,172.2244622,168.6581363,168.9183403,4642
20150709,000000,169.0152791,172.2346663,169.0152791,170.7499727,4676
20150710,000000,170.8367074,173.5560947,170.8367074,172.9489519,4579
20150713,000000,173.0152784,175.3622168,173.0152784,175.2193597,4690
20150714,000000,175.2448699,176.5765024,175.2448699,176.4948697,4239
20150715,000000,176.5203799,179.3775223,176.5203799,178.6428286,4688
20150716,000000,178.7958898,180.9642568,178.7958898,180.6020119,4695
20150717,000000,180.6122160,180.6122160,179.0867060,179.9948692,4698
20150720,000000,180.0560936,181.2601751,179.9948692,180.4897670,4696
20150721,000000,180.5458895,181.4999710,179.8520120,180.2295630,4535
20150722,000000,180.2295630,183.1173176,180.2295630,182.6785422,4630
20150723,000000,182.7040524,183.5969094,180.8622160,181.1734404,4688
20150724,000000,181.1734404,181.1836445,178.7346653,179.1581346,4500
20150727,000000,179.0816040,179.0816040,176.4234412,177.3060941,4682
20150728,000000,177.3979308,178.4234408,176.4183391,177.7907879,4683
20150729,000000,177.7907879,179.8877263,177.7907879,179.5509917,4684
20150730,000000,179.4948692,180.0050732,178.6275224,179.8265018,4675
20150731,000000,179.8367059,179.8469100,178.4591551,178.6479306,4731
20150803,000000,178.6479306,179.1938489,177.1020125,178.3826245,4685
20150804,000000,178.3775225,179.7346651,178.2703796,178.5152776,4676
20150805,000000,178.7448694,180.6326242,178.5918082,179.1836448,4598
20150806,000000,179.2193591,179.8571141,177.7601756,178.2346654,4678
20150807,000000,178.2142572,179.4948692,176.3673187,177.6071144,4663
20150810,000000,177.6938491,180.2346650,177.6938491,180.1836446,4679
20150811,000000,180.0509916,180.0509916,176.7754819,177.6326246,4670
20150812,000000,177.4030328,177.4030328,172.2295643,175.0560944,4699
20150813,000000,175.0714006,176.5152779,174.4591558,175.9489514,4674
20150814,000000,175.9540535,177.3877267,175.7397678,177.3775226,4642
20150817,000000,177.2193594,178.2346654,175.8877270,177.6887471,4674
20150818,000000,177.6887471,178.5714000,177.0765023,177.7550736,4681
20150819,000000,177.7040532,177.7040532,175.4897678,175.8571147,4693
20150820,000000,175.6275229,175.6275229,170.9846665,170.9846665,4700
20150821,000000,170.8214012,170.8214012,165.5152796,165.5152796,4678
20150824,000000,165.3775246,165.3775246,153.6887509,156.8724239,4693
20150825,000000,157.0969136,162.5867087,154.5305875,154.5867100,4673
20150826,000000,154.9489548,161.7907904,154.9489548,161.6581374,4704
20150827,000000,161.8724231,166.3162999,161.8724231,165.9744632,4640
20150828,000000,165.8520143,165.9438510,163.9948717,165.3265042,4681
20150831,000000,165.1938511,165.7040551,163.8571166,165.2448715,4700
20150901,000000,164.9795654,164.9795654,156.7193627,157.9489543,4620
20150902,000000,158.1683420,161.2754844,158.1683420,160.7397702,4644
20150903,000000,160.7703824,163.7346677,160.7703824,161.7856884,4652
20150904,000000,161.7091578,161.7091578,157.4081381,158.8163011,4681
20150908,000000,159.0050766,163.3928310,159.0050766,163.2907902,4693
20150909,000000,163.5560963,165.8265041,160.6479335,161.0714028,4679
20150910,000000,161.0254844,163.1326270,159.8979336,162.2193618,4678
20150911,000000,162.0509945,162.1428312,160.5765049,162.1326271,4676
20150914,000000,162.1173210,162.8009944,161.2805864,162.1020149,4672
20150915,000000,162.1377292,165.5969123,162.1377292,164.9081369,4677
20150916,000000,164.8979328,165.9999734,163.4540555,165.7295653,4679
20150917,000000,165.7397694,166.8111978,161.2091579,161.7397700,4698
20150918,000000,161.5714027,161.5714027,157.4744646,157.9693625,4660
20150921,000000,158.0714033,160.3622192,158.0714033,159.6428316,4695
20150922,000000,159.4438520,159.4438520,156.7448729,157.8775258,4697
20150923,000000,157.9030360,159.1428317,157.1734442,158.0867094,4688
20150924,000000,157.8622196,157.8622196,155.3060976,157.1122198,4695
20150925,000000,157.1530361,161.2346681,157.1530361,160.1581376,4685
20150928,000000,159.4030357,159.4438520,155.9591587,156.2703832,4653
20150929,000000,156.3009954,156.7907912,154.8111997,156.5560974,4677
20150930,000000,156.8214035,158.7958930,156.7244647,158.7295664,4492
20151001,000000,158.7397705,159.7601785,157.1836483,159.0611990,4698
20151002,000000,158.8979338,158.8979338,151.9030369,157.9081380,4676
20151012,000000,161.2958926,161.8316068,160.4489539,161.3469130,4602
20151013,000000,161.2397701,161.9183414,160.3877294,160.5918110,4673
20151014,000000,160.5305866,160.5305866,157.6632401,158.2499747,4637
20151015,000000,158.3928318,162.7040556,158.3928318,162.6224230,4673
20151016,000000,162.6530352,163.5050759,161.9897700,162.6785454,4693
20151019,000000,162.6377291,163.4693616,161.7703823,162.3060965,4701
20151020,000000,162.3826271,164.2193615,162.1581373,163.5765044,4709
20151021,000000,163.6377289,164.5918104,161.8265047,161.8418108,4703
20151022,000000,161.9438516,165.5663000,161.9438516,164.5356880,4696
20151023,000000,164.6020145,167.6530344,164.6020145,167.5254834,4698
20151026,000000,167.4642589,167.5816058,165.7193612,166.6530346,4668
20151027,000000,166.4183407,166.4183407,164.7244634,165.5918102,4698
20151028,000000,165.6020143,171.6122174,165.6020143,171.3928297,4700
20151029,000000,171.3316052,172.2142582,169.3622178,169.7958912,4689
20151030,000000,169.7550749,169.7652790,166.3775244,166.8622182,4703
20151102,000000,166.9846672,170.0458912,166.9846672,169.5254831,4693
20151103,000000,169.3928300,170.7244625,168.6377281,169.9795646,4687
20151104,000000,170.0254830,170.5611972,169.1122178,169.5101770,4695
20151105,000000,169.5356872,171.6785440,169.5356872,171.0918094,4008
20151106,000000,171.2091563,177.0765023,171.2091563,175.9030331,4703
